Source,depth of cut (mm),cutting speed (m/menit),feed (mm/rev),tool nose radius (mm),workpiece hardness (brinell),Ra (mikrometer)
https://doi.org/10.1155/2018/9051084,0.16,70,0.2,0.5,229,2.503
https://doi.org/10.1155/2018/9051084,0.08,70,0.6,0.5,229,3.042
https://doi.org/10.1155/2018/9051084,0.08,70,0.2,0.5,229,2.687
https://doi.org/10.1155/2018/9051084,0.12,150,0.4,0.5,229,3.255
https://doi.org/10.1155/2018/9051084,0.12,70,0.4,0.5,229,3.147
https://doi.org/10.1155/2018/9051084,0.16,110,0.4,0.5,229,3.101
https://doi.org/10.1155/2018/9051084,0.08,110,0.4,0.5,229,2.799
https://doi.org/10.1155/2018/9051084,0.12,110,0.6,0.5,229,3.051
https://doi.org/10.1155/2018/9051084,0.12,110,0.2,0.5,229,2.666
https://doi.org/10.1155/2018/9051084,0.12,110,0.4,0.5,229,3.029
https://doi.org/10.1155/2018/9051084,0.12,110,0.4,0.5,229,3.01
https://doi.org/10.1155/2018/9051084,0.12,110,0.4,0.5,229,2.991
https://doi.org/10.1155/2018/9051084,0.12,110,0.4,0.5,229,3.029
https://doi.org/10.1155/2018/9051084,0.12,110,0.4,0.5,229,3.019
https://doi.org/10.1155/2018/9051084,0.12,110,0.4,0.5,229,3.022
https://doi.org/10.1155/2018/9051084,0.09,75,0.3,0.5,229,2.836
https://doi.org/10.1155/2018/9051084,0.11,85,0.4,0.5,229,2.605
https://doi.org/10.1155/2018/9051084,0.12,92,0.2,0.5,229,2.121
https://doi.org/10.1155/2018/9051084,0.15,96,0.3,0.5,229,2.544
https://doi.org/10.1155/2018/9051084,0.1,113,0.6,0.5,229,2.748
https://doi.org/10.1155/2018/9051084,0.13,124,0.5,0.5,229,2.454
https://doi.org/10.1155/2018/9051084,0.14,143,0.6,0.5,229,2.38
https://doi.org/10.1155/2018/9051084,0.13,117,0.4,0.5,229,2.409
https://doi.org/10.1155/2018/9051084,0.16,112,0.2,0.5,229,1.89
https://doi.org/10.1155/2018/9051084,0.12,128,0.5,0.5,229,2.41
https://doi.org/10.1590/S1678-58782012000100006,0.071,80,0.5,0.8,205,3.6
https://doi.org/10.1590/S1678-58782012000100006,0.071,80,1.25,0.8,205,3.61
https://doi.org/10.1590/S1678-58782012000100006,0.071,80,2,0.8,205,3.96
https://doi.org/10.1590/S1678-58782012000100006,0.196,80,0.5,0.8,205,4.3
https://doi.org/10.1590/S1678-58782012000100006,0.196,80,1.25,0.8,205,4.955
https://doi.org/10.1590/S1678-58782012000100006,0.196,80,2,0.8,205,5.92
https://doi.org/10.1590/S1678-58782012000100006,0.321,80,0.5,0.8,205,5.13
https://doi.org/10.1590/S1678-58782012000100006,0.321,80,1.25,0.8,205,5.28
https://doi.org/10.1590/S1678-58782012000100006,0.321,80,2,0.8,205,5.98
https://doi.org/10.1590/S1678-58782012000100006,0.071,110,0.5,0.8,205,2.32
https://doi.org/10.1590/S1678-58782012000100006,0.071,110,1.25,0.8,205,2.745
https://doi.org/10.1590/S1678-58782012000100006,0.071,110,2,0.8,205,3.44
https://doi.org/10.1590/S1678-58782012000100006,0.196,110,0.5,0.8,205,2.55
https://doi.org/10.1590/S1678-58782012000100006,0.196,110,1.25,0.8,205,3.405
https://doi.org/10.1590/S1678-58782012000100006,0.196,110,2,0.8,205,3.33
https://doi.org/10.1590/S1678-58782012000100006,0.321,110,0.5,0.8,205,3.73
https://doi.org/10.1590/S1678-58782012000100006,0.321,110,1.25,0.8,205,4.005
https://doi.org/10.1590/S1678-58782012000100006,0.321,110,2,0.8,205,4.23
https://doi.org/10.1590/S1678-58782012000100006,0.071,140,0.5,0.8,205,1.13
https://doi.org/10.1590/S1678-58782012000100006,0.071,140,1.25,0.8,205,2.79
https://doi.org/10.1590/S1678-58782012000100006,0.071,140,2,0.8,205,3.08
https://doi.org/10.1590/S1678-58782012000100006,0.196,140,0.5,0.8,205,1.85
https://doi.org/10.1590/S1678-58782012000100006,0.196,140,1.25,0.8,205,2.835
https://doi.org/10.1590/S1678-58782012000100006,0.196,140,2,0.8,205,3.27
https://doi.org/10.1590/S1678-58782012000100006,0.321,140,0.5,0.8,205,3.52
https://doi.org/10.1590/S1678-58782012000100006,0.321,140,1.25,0.8,205,3.605
https://doi.org/10.1590/S1678-58782012000100006,0.321,140,2,0.8,205,3.66
10.1088/1757-899X/530/1/012008,0.5,90.48,0.12,0.8,143,0.763
10.1088/1757-899X/530/1/012008,0.5,90.48,0.16,0.8,143,0.927
10.1088/1757-899X/530/1/012008,0.5,90.48,0.2,0.8,143,1.211
10.1088/1757-899X/530/1/012008,0.5,90.48,0.24,0.8,143,1.346
10.1088/1757-899X/530/1/012008,0.5,90.48,0.28,0.8,143,2.081
10.1088/1757-899X/530/1/012008,0.5,90.48,0.12,0.8,135,1.907
10.1088/1757-899X/530/1/012008,0.5,90.48,0.16,0.8,135,2.052
10.1088/1757-899X/530/1/012008,0.5,90.48,0.2,0.8,135,2.604
10.1088/1757-899X/530/1/012008,0.5,90.48,0.24,0.8,135,2.935
10.1088/1757-899X/530/1/012008,0.5,90.48,0.28,0.8,135,2.74
10.1088/1757-899X/530/1/012008,0.5,90.48,0.12,0.8,156,2.41
10.1088/1757-899X/530/1/012008,0.5,90.48,0.16,0.8,156,2.513
10.1088/1757-899X/530/1/012008,0.5,90.48,0.2,0.8,156,2.174
10.1088/1757-899X/530/1/012008,0.5,90.48,0.24,0.8,156,2.618
10.1088/1757-899X/530/1/012008,0.5,90.48,0.28,0.8,156,3.438
doi.org/10.17559/TV-20190320104114,0.5,150,0.1,0.4,112,2.123
doi.org/10.17559/TV-20190320104114,1,150,0.1,0.8,112,1.494
doi.org/10.17559/TV-20190320104114,1.5,150,0.1,1.2,112,1.42
doi.org/10.17559/TV-20190320104114,0.5,150,0.2,0.8,112,1.619
doi.org/10.17559/TV-20190320104114,1,150,0.2,1.2,112,1.566
doi.org/10.17559/TV-20190320104114,1.5,150,0.2,0.4,112,4.531
doi.org/10.17559/TV-20190320104114,0.5,150,0.3,1.2,112,2.53
doi.org/10.17559/TV-20190320104114,1,150,0.3,0.4,112,7.644
doi.org/10.17559/TV-20190320104114,1.5,150,0.3,0.8,112,4.195
doi.org/10.17559/TV-20190320104114,0.5,200,0.1,0.8,112,1.131
doi.org/10.17559/TV-20190320104114,1,200,0.1,1.2,112,0.792
doi.org/10.17559/TV-20190320104114,1.5,200,0.1,0.4,112,1.74
doi.org/10.17559/TV-20190320104114,0.5,200,0.2,1.2,112,1.156
doi.org/10.17559/TV-20190320104114,1,200,0.2,0.4,112,4.142
doi.org/10.17559/TV-20190320104114,1.5,200,0.2,0.8,112,2.1
doi.org/10.17559/TV-20190320104114,0.5,200,0.3,0.4,112,7.199
doi.org/10.17559/TV-20190320104114,1,200,0.3,0.8,112,3.685
doi.org/10.17559/TV-20190320104114,1.5,200,0.3,1.2,112,2.264
doi.org/10.17559/TV-20190320104114,0.5,250,0.1,1.2,112,0.369
doi.org/10.17559/TV-20190320104114,1,250,0.1,0.4,112,1.268
doi.org/10.17559/TV-20190320104114,1.5,250,0.1,0.8,112,1.261
doi.org/10.17559/TV-20190320104114,0.5,250,0.2,0.4,112,3.478
doi.org/10.17559/TV-20190320104114,1,250,0.2,0.8,112,1.981
doi.org/10.17559/TV-20190320104114,1.5,250,0.2,1.2,112,1.408
doi.org/10.17559/TV-20190320104114,0.5,250,0.3,0.8,112,3.799
doi.org/10.17559/TV-20190320104114,1,250,0.3,1.2,112,2.333
doi.org/10.17559/TV-20190320104114,1.5,250,0.3,0.4,112,9.506
doi.org/10.1016/j.ijrmhm.2007.02.005,0.54,138,0.134,0.8,456,0.558
doi.org/10.1016/j.ijrmhm.2007.02.005,0.54,208,0.134,0.8,456,0.619
doi.org/10.1016/j.ijrmhm.2007.02.005,0.54,138,0.203,0.8,456,0.921
doi.org/10.1016/j.ijrmhm.2007.02.005,0.54,208,0.203,0.8,456,0.934
doi.org/10.1016/j.ijrmhm.2007.02.005,0.8,138,0.134,0.8,456,0.595
doi.org/10.1016/j.ijrmhm.2007.02.005,0.8,208,0.134,0.8,456,0.593
doi.org/10.1016/j.ijrmhm.2007.02.005,0.8,138,0.203,0.8,456,0.957
doi.org/10.1016/j.ijrmhm.2007.02.005,0.8,208,0.203,0.8,456,1.006
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,103,0.169,0.8,456,0.85
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,243,0.169,0.8,456,0.941
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,173,0.1,0.8,456,0.553
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,173,0.238,0.8,456,1.192
doi.org/10.1016/j.ijrmhm.2007.02.005,0.41,173,0.169,0.8,456,0.814
doi.org/10.1016/j.ijrmhm.2007.02.005,0.93,173,0.169,0.8,456,0.868
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,173,0.169,0.8,456,0.873
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,173,0.169,0.8,456,0.853
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,173,0.169,0.8,456,0.85
doi.org/10.1016/j.ijrmhm.2007.02.005,0.67,173,0.169,0.8,456,0.849
10.1088/1757-899X/17/1/012043,1,200,0.15,0.8,191,0.184
10.1088/1757-899X/17/1/012043,1,250,0.25,1.2,191,0.25
10.1088/1757-899X/17/1/012043,0.5,200,0.2,0.8,191,0.382
10.1088/1757-899X/17/1/012043,0.5,200,0.15,1.2,191,0.555
10.1088/1757-899X/17/1/012043,0.5,250,0.2,1.2,191,0.8
10.1088/1757-899X/17/1/012043,1,200,0.25,0.8,191,0.378
10.1088/1757-899X/17/1/012043,1.5,150,0.2,1.2,191,2.373
10.1088/1757-899X/17/1/012043,0.5,200,0.25,1.2,191,1.349
10.1088/1757-899X/17/1/012043,1.5,250,0.2,1.2,191,1.436
10.1088/1757-899X/17/1/012043,1.5,200,0.25,1.2,191,1.771
10.1088/1757-899X/17/1/012043,0.5,250,0.15,1.2,191,0.844
10.1088/1757-899X/17/1/012043,0.5,250,0.2,0.8,191,0.466
10.1088/1757-899X/17/1/012043,0.5,150,0.15,1.2,191,0.423
10.1088/1757-899X/17/1/012043,1.5,200,0.2,1.2,191,5.216
10.1088/1757-899X/17/1/012043,0.5,200,0.2,1.2,191,0.78
10.1088/1757-899X/17/1/012043,1.5,200,0.2,0.8,191,3.532
10.1088/1757-899X/17/1/012043,0.5,150,0.2,1.2,191,1.327
10.1088/1757-899X/17/1/012043,1,200,0.2,1.2,191,0.78
10.1088/1757-899X/17/1/012043,1,150,0.2,0.8,191,2.333
10.1088/1757-899X/17/1/012043,1,200,0.2,1.2,191,0.78
10.1177/0954405413500492,0.1,102,0.075,0.8,628,2.18
10.1177/0954405413500492,0.15,102,0.075,0.8,628,1.97
10.1177/0954405413500492,0.2,102,0.075,0.8,628,2.72
10.1177/0954405413500492,0.1,102,0.113,0.8,628,2.28
10.1177/0954405413500492,0.15,102,0.113,0.8,628,1.97
10.1177/0954405413500492,0.2,102,0.113,0.8,628,2.83
10.1177/0954405413500492,0.1,102,0.15,0.8,628,2.3
10.1177/0954405413500492,0.15,102,0.15,0.8,628,2.13
10.1177/0954405413500492,0.2,102,0.15,0.8,628,3.21
10.1177/0954405413500492,0.1,132,0.075,0.8,628,1.92
10.1177/0954405413500492,0.15,132,0.075,0.8,628,3.42
10.1177/0954405413500492,0.2,132,0.075,0.8,628,2.72
10.1177/0954405413500492,0.1,132,0.113,0.8,628,2.83
10.1177/0954405413500492,0.15,132,0.113,0.8,628,3.17
10.1177/0954405413500492,0.2,132,0.113,0.8,628,2.77
10.1177/0954405413500492,0.1,132,0.15,0.8,628,2.74
10.1177/0954405413500492,0.15,132,0.15,0.8,628,2.56
10.1177/0954405413500492,0.2,132,0.15,0.8,628,3.26
10.1177/0954405413500492,0.1,167,0.075,0.8,628,2.83
10.1177/0954405413500492,0.15,167,0.075,0.8,628,3.35
10.1177/0954405413500492,0.2,167,0.075,0.8,628,6.19
10.1177/0954405413500492,0.1,167,0.113,0.8,628,1.47
10.1177/0954405413500492,0.15,167,0.113,0.8,628,2.72
10.1177/0954405413500492,0.2,167,0.113,0.8,628,2.47
10.1177/0954405413500492,0.1,167,0.15,0.8,628,1.97
10.1177/0954405413500492,0.15,167,0.15,0.8,628,2.3
10.1177/0954405413500492,0.2,167,0.15,0.8,628,2.05
10.1177/0954405413500492,0.1,204,0.075,0.8,628,1.37
10.1177/0954405413500492,0.15,204,0.075,0.8,628,2.49
10.1177/0954405413500492,0.2,204,0.075,0.8,628,3.83
10.1177/0954405413500492,0.1,204,0.113,0.8,628,1.3
10.1177/0954405413500492,0.15,204,0.113,0.8,628,2.26
10.1177/0954405413500492,0.2,204,0.113,0.8,628,2.26
10.1177/0954405413500492,0.1,204,0.15,0.8,628,1.89
10.1177/0954405413500492,0.15,204,0.15,0.8,628,2.56
10.1177/0954405413500492,0.2,204,0.15,0.8,628,1.95
10.1177/0954405413500492,0.1,261.1,0.075,0.8,628,1.1
10.1177/0954405413500492,0.15,261.1,0.075,0.8,628,2.47
10.1177/0954405413500492,0.2,261.1,0.075,0.8,628,5.01
10.1177/0954405413500492,0.1,261.1,0.113,0.8,628,1.23
10.1177/0954405413500492,0.15,261.1,0.113,0.8,628,1.95
10.1177/0954405413500492,0.2,261.1,0.113,0.8,628,1.92
10.1177/0954405413500492,0.1,261.1,0.15,0.8,628,1.38
10.1177/0954405413500492,0.15,261.1,0.15,0.8,628,1.43
10.1177/0954405413500492,0.2,261.1,0.15,0.8,628,1.83
doi.org/10.1016/j.matpr.2017.11.550,1,500,0.05,0.8,111,0.235
doi.org/10.1016/j.matpr.2017.11.550,1.5,500,0.1,0.8,111,0.315
doi.org/10.1016/j.matpr.2017.11.550,2,500,0.15,0.8,111,0.217
doi.org/10.1016/j.matpr.2017.11.550,1,550,0.05,0.8,111,0.225
doi.org/10.1016/j.matpr.2017.11.550,1.5,550,0.1,0.8,111,0.25
doi.org/10.1016/j.matpr.2017.11.550,2,550,0.15,0.8,111,0.209
doi.org/10.1016/j.matpr.2017.11.550,1,600,0.05,0.8,111,0.229
doi.org/10.1016/j.matpr.2017.11.550,1.5,600,0.1,0.8,111,0.202
doi.org/10.1016/j.matpr.2017.11.550,2,600,0.15,0.8,111,0.283
doi.org/10.1080/10426914.2011.593236,0.15,30,0.05,0.8,333,1.15
doi.org/10.1080/10426914.2011.593236,0.2,50,0.1,0.8,333,1.68
doi.org/10.1080/10426914.2011.593236,0.15,70,0.1,0.8,333,1.85
doi.org/10.1080/10426914.2011.593236,0.2,50,0.1,0.8,333,1.81
doi.org/10.1080/10426914.2011.593236,0.2,50,0.1,0.8,333,1.67
doi.org/10.1080/10426914.2011.593236,0.2,50,0.05,0.8,333,1.68
doi.org/10.1080/10426914.2011.593236,0.25,70,0.05,0.8,333,0.9
doi.org/10.1080/10426914.2011.593236,0.25,70,0.05,0.8,333,1.12
doi.org/10.1080/10426914.2011.593236,0.25,30,0.15,0.8,333,1.43
doi.org/10.1080/10426914.2011.593236,0.15,30,0.1,0.8,333,1.02
doi.org/10.1080/10426914.2011.593236,0.2,70,0.15,0.8,333,1.79
doi.org/10.1080/10426914.2011.593236,0.15,30,0.15,0.8,333,1.71
doi.org/10.1080/10426914.2011.593236,0.25,30,0.15,0.8,333,1.87
doi.org/10.1080/10426914.2011.593236,0.15,70,0.15,0.8,333,0.95
doi.org/10.1080/10426914.2011.593236,0.2,50,0.05,0.8,333,1.15
doi.org/10.1080/10426914.2011.593236,0.2,50,0.1,0.8,333,1.74
doi.org/10.1080/10426914.2011.593236,0.15,50,0.1,0.8,333,1.53
doi.org/10.1080/10426914.2011.593236,0.2,50,0.1,0.8,333,1.48
doi.org/10.1080/10426914.2011.593236,0.25,70,0.15,0.8,333,1.45
doi.org/10.1080/10426914.2011.593236,0.25,30,0.05,0.8,333,0.8
doi.org/10.1080/10426914.2011.593236,0.15,30,0.05,0.8,333,0.083
doi.org/10.1080/10426914.2011.593236,0.2,30,0.1,0.8,333,1.81
doi.org/10.1080/10426914.2011.593236,0.15,70,0.05,0.8,333,1.1
doi.org/10.1080/10426914.2011.593236,0.2,50,0.15,0.8,333,1.76
doi.org/10.1080/10426914.2011.593236,0.2,50,0.1,0.8,333,1.31
doi.org/10.1080/10426914.2011.593236,0.15,70,0.05,0.8,333,1.56
doi.org/10.1080/10426914.2011.593236,0.25,70,0.15,0.8,333,1.01
doi.org/10.1080/10426914.2011.593236,0.25,50,0.1,0.8,333,1.82
doi.org/10.1080/10426914.2011.593236,0.25,30,0.15,0.8,333,1
doi.org/10.1080/10426914.2011.593236,0.2,30,0.1,0.8,333,1.01

